syscall,usage
futex,2525439
write,744865
prctl,613418
epoll_wait,524104
read,414169
gettid,38164
getpid,1127
madvise,717
sysinfo,606
close,335
openat,301
fstat,282
sched_yield,262
rt_sigreturn,172
epoll_ctl,170
setsockopt,136
getsockopt,102
getsockname,68
stat,66
mmap,64
rt_sigprocmask,63
accept4,56
restart_syscall,51
sched_getaffinity,38
writev,34
msync,25
fadvise64,25
fsync,19
malloc_mmap,19
clone,19
set_robust_list,19
mprotect,19
lseek,8
exit,6
ftruncate,4
munmap,4
