syscall,usage
futex,1040613
write,259483
prctl,219954
epoll_wait,185197
read,140681
gettid,4911
sched_yield,1163
getpid,788
madvise,218
close,154
rt_sigreturn,144
openat,138
stat,119
fstat,106
sysinfo,61
restart_syscall,51
fsync,32
msync,22
fadvise64,22
getsockopt,17
epoll_ctl,17
lstat,16
access,13
mmap,8
rt_sigprocmask,6
sched_getaffinity,4
fdatasync,4
lseek,4
ftruncate,2
munmap,2
clone,2
set_robust_list,2
mprotect,2
fcntl,2
getdents64,2
readlink,1
dup,1
unlink,1
