syscall,usage
futex,889162
write,224664
prctl,180525
epoll_wait,162778
read,123557
gettid,6057
getpid,883
sched_yield,713
madvise,268
close,202
openat,187
rt_sigreturn,186
stat,175
fstat,142
sysinfo,81
restart_syscall,48
fsync,45
lstat,32
access,26
rt_sigprocmask,22
getsockopt,17
epoll_ctl,17
mmap,16
msync,16
fadvise64,16
sched_getaffinity,12
fdatasync,8
clone,6
set_robust_list,6
mprotect,6
fcntl,4
getdents64,4
lseek,4
exit,4
readlink,2
dup,2
unlink,2
