syscall,usage
read,2002683
write,2000037
epoll_wait,43300
setsockopt,5005
close,2477
epoll_ctl,2002
openat,1461
accept4,1022
madvise,436
futex,52
getpid,36
newfstatat,9
pipe2,3
fcntl,3
clone,3
set_robust_list,3
rt_sigaction,3
fsync,3
rename,3
fdatasync,3
exit_group,3
wait4,3
