syscall,usage
pread64,4358240
futex,1760
pwrite64,1659
fcntl,1585
stat,732
fsync,484
mprotect,439
fstat,366
openat,242
close,242
getpid,121
geteuid,121
unlink,121
mmap,5
munmap,5
set_robust_list,3
madvise,3
exit,3
clone,2
write,2
