syscall,usage
sched_yield,50881
pwrite64,37677
recvfrom,22630
pread64,19443
fsync,16776
io_submit,13917
sendto,9920
write,4841
clock_nanosleep,4441
fdatasync,3126
ppoll,2796
epoll_wait,675
getrusage,670
sched_getaffinity,670
mprotect,454
getcwd,90
close,86
lstat,86
openat,82
stat,80
fcntl,77
getpid,18
restart_syscall,17
setsockopt,12
lseek,9
accept,6
malloc_mmap,6
poll,6
gettid,6
prctl,6
shutdown,6
mmap,6
munmap,6
rename,4
clone,3
set_robust_list,3
mbind,3
rt_sigtimedwait,1
fallocate,1
