syscall,usage
pread64,13909033
pwrite64,6863
fcntl,4180
futex,3777
fsync,1984
stat,1842
openat,992
close,992
fstat,921
getpid,496
geteuid,496
unlink,496
mprotect,444
mmap,11
set_robust_list,6
madvise,6
exit,6
munmap,5
clone,5
write,4
