syscall,usage
pread64,15384163
pwrite64,7065
fcntl,5339
futex,4173
stat,2414
fsync,2044
fstat,1207
openat,1022
close,1022
getpid,511
geteuid,511
unlink,511
mprotect,444
mmap,11
set_robust_list,6
munmap,6
madvise,6
exit,6
clone,5
write,3
