syscall,usage
pwrite64,34418
sync_file_range,25846
epoll_wait,10651
futex,4100
fdatasync,729
read,600
lseek,283
recvfrom,248
rt_sigreturn,189
kill,179
openat,155
rt_sigprocmask,136
close,106
getpid,79
select,69
wait4,68
setitimer,62
sendto,62
fsync,49
clone,34
getdents64,12
write,8
unlink,8
setsockopt,6
fstat,6
accept,3
getsockname,3
rename,2
brk,2
